var_0,var_1,var_2,error,time,memory_mean,memory_peak
4,43,34,1.0709316602906152e-20,30.52047896385193,6.081707,7.326474
16,29,42,3.039986249753969e-18,29.473525524139404,6.086919,7.331637
46,18,21,1.4972057077990342e-11,30.43938398361206,6.078195,7.323151
15,40,49,7.294876895287641e-25,29.607118844985962,6.087325,7.332093
37,15,31,8.171844941964135e-10,30.13272714614868,6.087322,7.332093
40,8,16,1.359991393360988e-05,29.686174392700195,5.158288,6.434045
37,15,22,8.18020185516407e-10,30.14488172531128,6.077927,7.322899
38,28,8,4.8226162971892046e-05,29.543133020401,2.78721,4.142018
8,48,8,4.8226162971892046e-05,30.108550786972046,2.787209,4.142018
5,33,52,1.212249307983402e-20,30.339665174484253,6.087328,7.332023
32,40,11,7.495123531643643e-07,29.386998176574707,3.663856,4.989321
38,37,52,4.64364305121113e-23,29.503233432769775,6.087541,7.332343
46,10,4,0.0114907164667904,30.0545551776886,1.986168,3.36934
19,19,14,1.215926945522526e-08,30.282992839813232,4.561222,5.856882
10,26,18,4.636605198439536e-11,29.45007300376892,5.725108,6.982045
32,13,26,1.3263174482981522e-08,30.280704021453857,6.08712,7.331823
9,35,46,7.4855713968196545e-22,34.03968572616577,6.087255,7.332038
23,6,18,0.0002154469284498,33.25898456573486,5.72504,6.981842
48,44,4,0.011484236733074,33.3079891204834,1.98601,3.369177
36,20,11,7.504451236260925e-07,33.870248556137085,3.663861,4.989319
12,28,41,1.2219574064688965e-17,34.093584060668945,6.087321,7.33202
5,46,7,0.0001927338793342,29.53679323196411,2.514902,3.87895
52,4,51,0.0033111023036567,29.517179250717163,6.087442,7.332197
39,7,7,0.0001927338793342,29.55801010131836,2.514901,3.87895
17,9,19,3.411947871693948e-06,29.870062828063965,5.928779,7.178654
23,52,24,1.1448067825875084e-14,30.219117164611816,6.066718,7.311536
40,36,4,0.011484236733074,29.686602115631104,1.972809,3.355977
15,26,36,1.9563821352631406e-16,30.35478949546814,6.087613,7.33242
39,12,10,3.6048548747381274e-06,33.39107894897461,3.366677,4.702132
38,19,43,3.2195499064364974e-12,33.565821409225464,6.08761,7.332339
12,41,38,4.5195345476968025e-23,32.71480083465576,6.087366,7.332132
50,49,38,4.216467160604819e-23,33.94922709465027,6.071124,7.315907
46,44,10,3.016127331824935e-06,34.12213921546936,3.366651,4.702094
6,24,30,3.1800974910663843e-15,33.323036670684814,6.07346,7.318145
